"Country Name","Income Level","Region","Year","CO2 emissions (metric tons per capita)","Agriculture, forestry, and fishing, value added (% of GDP)","Energy intensity level of primary energy","Land Surface Temperature","Nitrous oxide emissions","Methane emissions","Population ages 65 and above (% of total population)","Unemployment, total (% of total labor force)","Mortality rate, under-5 (per 1,000 live births)","Life expectancy at birth, total (years)","Fertility rate, total (births per woman)","Government expenditure on education, total","Control of Corruption: Estimate","Government Effectiveness: Estimate","GDP growth (annual %)","Regulatory Quality: Estimate","Rule of Law: Estimate","Voice and Accountability: Estimate","Political Stability and Absence of Violence/Terrorism","School enrollment, primary and secondary, gender parity index","ESG_Score","ESG_Rank"
Ghana,Lower Middle Income,Sub-Saharan Africa,2018,0.605105683,18.13655055,2.92,31.8127522,0.172332023,0.343044388,3.262254957,4.276000023,48.1,64.122,3.731,18.59816933,-0.11501845,-0.297320187,6.200077681,-0.132535592,0.06999515,0.549476922,-0.025516771,1.002220035,25.250119308000006,141
Jordan,Upper Middle Income,Middle East & North Africa,2018,2.369055498,4.380843831,3.82,34.1857102,0.124284587,0.62715914,3.374498458,18.27000046,16.0,75.774,2.973,9.825320244,0.149858892,0.134981379,1.91907105,0.043009054,0.253932208,-0.723807156,-0.388832629,1.002239943,25.015905389,142
Malawi,Low Income,Sub-Saharan Africa,2018,0.07513114,21.62943584,3.28,31.0625512,0.243903993,0.205249564,2.954417774,5.757999897,43.1,63.276,4.14,15.82935047,-0.744663119,-0.774941504,4.391688296,-0.71080035,-0.389954031,-0.082827449,-0.43238017,1.001119971,24.641609934,143
Bahrain,High Income,Middle East & North Africa,2018,20.71483283,0.288059552,8.27,36.5856123,0.127744833,11.36256647,2.800772789,1.200999975,7.1,79.857,1.93,9.890000343,-0.151664436,0.175440326,2.111130473,0.414948463,0.40709877,-1.421438694,-0.850452602,1.021550059,23.790688635,144
Kenya,Lower Middle Income,Sub-Saharan Africa,2018,0.350126986,20.31491042,5.26,35.8743765,0.346523625,0.641399034,2.697856582,4.249000072,44.3,62.676,3.58,19.03519058,-0.842824697,-0.469660044,5.647946407,-0.25515759,-0.409445375,-0.381333679,-1.184090614,0.992589428,23.740555201000006,145
Qatar,High Income,Middle East & North Africa,2018,31.23540631,0.218257646,6.46,39.2813717,0.224091094,7.763671921,1.129220322,0.109999999,6.6,80.898,1.848,14.25794627,0.720703483,0.62567234,1.234872202,0.596800387,0.728170216,-1.210579276,0.663570702,0.992589428,20.25268269600001,146
Burundi,Low Income,Sub-Saharan Africa,2018,0.060034078,29.01190049,7.71,27.813743,0.187932767,0.140079518,2.404173325,1.587000012,59.0,61.688,5.38,19.51926041,-1.459785938,-1.426494479,1.609935421,-0.990732431,-1.502976179,-1.672138691,-1.571772337,1.03429997,20.184880186,147
United Arab Emirates,High Income,Middle East & North Africa,2018,19.37819696,0.711464,4.11,43.6890475,0.214438048,5.192464065,1.219681976,2.351999998,7.0,79.627,1.356,5.364742756,1.147508383,1.42372942,1.313913881,0.928818166,0.799744964,-1.126921177,0.704976201,0.992589428,18.03510142699998,148
Papua New Guinea,Lower Middle Income,East Asia & Pacific,2018,0.810356522,16.97383549,5.31,26.6883927,0.404106364,1.168371144,2.907470255,2.563999891,46.8,65.182,3.382,9.227100372,-0.856745481,-0.670348823,-0.279252285,-0.533660233,-0.747538388,0.056761853,-0.677217662,0.894339979,14.969518455999994,149
Comoros,Lower Middle Income,Sub-Saharan Africa,2018,0.386442082,33.72015306,3.12,26.3382263,0.064407011,0.334916445,4.265415969,8.079000473,65.7,63.912,4.196,14.25794627,-0.825517178,-1.686996818,3.642451138,-1.16871655,-1.132864952,-0.500248075,-0.346280336,1.022899985,13.181250201999996,150
Libya,Upper Middle Income,Middle East & North Africa,2018,8.740631096,3.66012922,7.16,36.3129151,0.279416153,9.077165516,4.778973332,19.45499992,11.9,72.794,2.581,14.25794627,-1.513431072,-1.66174829,7.941367853,-2.193480253,-1.680119991,-1.536721468,-2.444217205,0.992589428,12.209160038999999,151
Timor-Leste,Lower Middle Income,East Asia & Pacific,2018,0.483419132,17.68159575,2.12,29.8105449,0.19812259,4.128874813,5.467309587,4.730999947,45.1,68.017,3.452,6.591574192,-0.482747108,-0.972366989,-0.690255803,-0.79494971,-1.122921586,0.313501954,0.234089255,1.01275599,9.470624149999997,152
Sierra Leone,Low Income,Sub-Saharan Africa,2018,0.109396931,58.93440965,5.51,28.2188177,0.167911566,0.510095012,3.13803819,4.659999847,116.2,59.796,4.294,32.72782898,-0.489217043,-1.155907035,3.46460214,-0.903757811,-0.782499313,-0.188980788,-0.08529795,0.992589428,6.797587391999997,153
Iraq,Upper Middle Income,Middle East & North Africa,2018,4.019393455,2.815817643,5.67,35.8746157,0.117760965,3.208124058,3.278715362,12.9659996,27.0,71.514,3.659,14.25794627,-1.441227317,-1.245071411,2.633850991,-1.046397567,-1.791687012,-1.004158139,-2.528422117,0.992589428,5.2610623529999945,154
Togo,Low Income,Sub-Saharan Africa,2018,0.287074946,20.44048838,8.48,32.3432016,0.213752779,0.338027654,2.984436188,3.729000092,68.8,60.244,4.442,21.76909065,-0.727729797,-1.075192928,4.9762131,-0.689334095,-0.602520525,-0.763640106,-0.893912494,0.992589428,4.981430729999998,155
Eritrea,Low Income,Sub-Saharan Africa,2018,0.246707621,10.77149544,4.845896739,40.5627108,0.496317671,1.059391548,8.842827974,5.947000027,41.9,67.067,4.056,14.25794627,-1.301206112,-1.730391502,1.660675535,-2.178006172,-1.613605857,-2.185517788,-0.605879247,0.878799975,4.4419075879999985,156
Liberia,Low Income,Sub-Saharan Africa,2018,0.231112626,35.49669991,13.59,26.5300028,0.063402579,0.069538313,3.405444564,3.029999971,82.5,60.853,4.336,8.147789955,-0.851863027,-1.308888674,1.157575122,-0.975837052,-0.984665096,-0.027837683,-0.211711287,0.992589428,2.5222398709999942,157
Turkmenistan,Upper Middle Income,Europe & Central Asia,2018,12.04438716,11.04156884,13.33,33.5623372,0.570480189,12.87867281,4.384709086,4.234000206,42.8,68.796,2.786,14.25794627,-1.362378836,-1.045483112,6.199999941,-1.981237888,-1.452797055,-2.154135466,-0.01283655,0.992589428,2.1180670930000076,158
"Gambia, The",Low Income,Sub-Saharan Africa,2018,0.224956609,19.87159618,3.08,35.0942365,0.139064082,0.462183566,2.482457983,9.475999832,53.1,63.04,4.972,11.35991955,-0.47828269,-0.731363714,7.234890333,-0.659789145,-0.438705802,-0.22209242,-0.074431002,0.992589428,1.9883481119999948,159
Zimbabwe,Lower Middle Income,Sub-Saharan Africa,2018,0.822472016,7.319375146,9.83,32.6869318,0.353437083,0.819814597,3.293359289,4.796000004,54.8,61.414,3.659,19.0398407,-1.227580667,-1.261773825,5.009866783,-1.509489417,-1.278994799,-1.140975118,-0.722773671,0.992589428,1.8197883489999929,160
South Africa,Upper Middle Income,Sub-Saharan Africa,2018,7.575039606,2.266088718,7.73,30.3751191,0.335544515,1.392405033,5.854124289,26.90999985,33.9,65.674,2.418,18.90159035,-0.112126492,0.132596701,1.522329387,-0.028227128,-0.202013463,0.628293097,-0.227779329,1.003010035,0.23577806100000942,161
Mozambique,Low Income,Sub-Saharan Africa,2018,0.236202713,24.56767288,12.07,31.5627623,0.333742547,0.628741052,2.578276688,3.45600009,75.6,60.526,4.852,17.39340973,-0.787948489,-0.922593713,3.44381384,-0.780851185,-1.053599477,-0.493539125,-0.824564099,0.931983292,-0.021388359999992668,162
Pakistan,Lower Middle Income,South Asia,2018,0.852449537,21.65123536,4.48,33.2480803,0.29918335,0.71760311,4.050001402,4.079999924,69.5,66.482,3.685,12.19247913,-0.777166605,-0.63135314,6.151702611,-0.641257346,-0.666854441,-0.819087029,-2.269401312,0.848890007,-2.3311275839999963,163
Namibia,Upper Middle Income,Sub-Saharan Africa,2018,1.758338607,7.768297689,3.44,36.5622529,1.184696219,1.762495332,3.904591653,19.87999916,43.9,62.586,3.462,23.32430077,0.334220558,0.15051809,1.059943443,0.011069839,0.351872444,0.457678974,0.691502392,0.992589428,-3.437196937999992,164
Niger,Low Income,Sub-Saharan Africa,2018,0.086370866,37.66166253,5.03,39.1871335,0.53638521,1.156040808,2.421635272,0.545000017,83.5,62.454,7.023,16.33996964,-0.570549071,-0.802954137,7.210803008,-0.666544318,-0.588809729,-0.604213178,-1.364557862,0.992589428,-4.5208988180000045,165
Gabon,Upper Middle Income,Sub-Saharan Africa,2018,2.335753584,5.435952803,6.64,25.9685987,0.264597092,2.454366178,3.893638332,20.74900055,44.1,66.306,3.679,14.6950798,-0.837908924,-0.802929819,0.837916581,-0.874086499,-0.704611123,-0.966365576,-0.253804445,0.992589428,-5.189845546000006,166
Haiti,Lower Middle Income,Latin America & Caribbean,2018,0.298753559,18.64785769,5.78,29.9395926,0.145290486,0.475826321,4.294069397,13.85999966,64.1,64.019,2.959,14.64414024,-1.267754316,-1.932748675,1.667810955,-1.284545064,-1.046175599,-0.757508337,-0.639761329,0.992589428,-8.661488235999986,167
Benin,Lower Middle Income,Sub-Saharan Africa,2018,0.621404996,28.06477391,6.05,33.4062806,0.237842341,0.319914693,3.08584094,1.470000029,90.9,60.14,5.199,17.70918083,-0.368314892,-0.609943569,6.697259461,-0.38123408,-0.676403463,0.240166172,-0.141175643,0.992589428,-11.351703565000001,168
Cote d'Ivoire,Lower Middle Income,Sub-Saharan Africa,2018,0.399702062,20.54857036,3.48,29.4059366,0.125912039,0.285557529,2.386854846,3.292999983,83.2,58.849,4.611,18.28890038,-0.503220081,-0.620790184,6.89028432,-0.24416931,-0.587801456,-0.255671263,-0.898689389,0.867879987,-13.119960003000001,169
Eswatini,Lower Middle Income,Sub-Saharan Africa,2018,0.784193441,8.52124468,4.5,27.3430202,0.327465383,1.111658769,3.713114348,22.79199982,52.2,59.411,2.962,17.21999931,-0.205998778,-0.631603539,2.368742043,-0.49165082,-0.25770089,-1.372801423,-0.373443812,0.992589428,-14.126847066000007,170
Botswana,Upper Middle Income,Sub-Saharan Africa,2018,2.981958516,2.117310832,2.76,35.062311,0.974949509,1.138120959,3.388358162,22.07099915,47.0,65.422,2.903,15.60871029,0.749112308,0.280855685,4.189834074,0.632988632,0.408063143,0.453582108,0.970987856,0.992589428,-14.156946616000004,171
Cameroon,Lower Middle Income,Sub-Saharan Africa,2018,0.382426004,16.4988007,4.43,26.1867421,2.481581842,0.612120878,2.774594384,3.617000103,77.3,61.18,4.694,16.88315964,-1.144107223,-0.822952509,3.95551424,-0.796862423,-1.08912921,-1.133222699,-1.404167533,0.889680445,-15.052563114999996,172
Afghanistan,Low Income,South Asia,2018,0.165454682,22.04289675,2.44,30.1259055,0.127838951,0.433671151,2.407092974,11.15200043,62.3,63.081,5.002,11.69606018,-1.489771724,-1.479299188,1.189228128,-1.147590399,-1.681357741,-1.011600018,-2.763864279,0.636020005,-15.388056025999996,173
Republic of the Congo,Lower Middle Income,Sub-Saharan Africa,2018,1.192781808,6.909114704,6.12,27.4056727,0.37860256,1.630196437,2.590266385,20.61400032,47.6,64.053,4.367,15.58279991,-1.359873056,-1.178696156,-4.805351558,-1.396577239,-1.121906281,-1.197816849,-0.348404229,0.95229733,-18.389400864000002,174
Guinea-Bissau,Low Income,Sub-Saharan Africa,2018,0.166237649,30.72370337,8.93,31.1567378,0.405204278,0.664950594,2.725492992,5.981999874,82.5,60.502,4.263,8.099716187,-1.540681958,-1.523099303,1.283736703,-1.22309804,-1.24779892,-0.687607586,-0.685560167,0.992589428,-18.78873748899999,175
Democratic Republic of the Congo,Low Income,Sub-Saharan Africa,2018,0.035826095,18.88734319,13.82,27.8110818,0.165695697,0.393283273,3.026611613,4.451000214,86.6,59.942,6.302,14.25794627,-1.50056076,-1.539629221,5.8211211,-1.465462565,-1.79496181,-1.507610798,-2.105781078,0.992589428,-18.925281709999997,176
Zambia,Low Income,Sub-Saharan Africa,2018,0.433395739,3.341123992,7.35,30.5621355,0.784373398,0.855017464,1.693789596,12.01000023,65.4,62.342,4.536,17.1187191,-0.657134473,-0.62477833,4.034493897,-0.510764241,-0.339549124,-0.342629284,0.085604392,0.992589428,-20.097457378000012,177
Mauritania,Lower Middle Income,Sub-Saharan Africa,2018,0.86402456,23.655966,3.35,37.5622753,0.75397264,1.603947984,3.368829761,10.38500023,75.5,65.31,4.607,14.25794627,-0.790253997,-0.7856915,4.772173639,-0.848510444,-0.692997277,-0.873295307,-0.62922591,1.046800017,-20.134479461999998,178
Burkina Faso,Low Income,Sub-Saharan Africa,2018,0.229003261,20.99747328,4.6,36.5626518,0.485957662,0.75664247,2.563877811,4.690000057,90.8,60.047,5.069,22.66116905,-0.106927834,-0.611225009,6.604569068,-0.392703414,-0.441425383,-0.068268865,-1.059286594,0.98913002,-22.80987312,179
Sudan,Low Income,Sub-Saharan Africa,2018,0.496677809,21.99347316,4.47,39.6870377,0.696920376,1.313362755,3.119953235,17.57999992,60.1,65.681,4.681,14.25794627,-1.43949759,-1.606590033,-2.68093055,-1.623674989,-1.123864174,-1.851002455,-1.823436856,0.957329988,-26.224292554000005,180
Yemen,Low Income,Middle East & North Africa,2018,0.31568166,17.18312667,4.845896739,40.3114994,0.100030811,0.344911431,2.745709413,13.14500046,61.6,64.575,4.043,14.25794627,-1.642192841,-2.263159752,0.752447588,-1.61906755,-1.797785282,-1.762161374,-3.005906105,0.992589428,-26.597680558000008,181
Mali,Low Income,Sub-Saharan Africa,2018,0.274401426,37.61244316,4.76,38.186884,0.683746175,1.113658518,2.565272176,7.427999973,97.4,59.393,6.183,15.8884201,-0.690690398,-1.000320196,4.746484327,-0.585290432,-0.799025118,-0.334190667,-2.088723183,0.876399994,-30.925910329,182
Guinea,Low Income,Sub-Saharan Africa,2018,0.298689018,22.94000927,5.51,31.5622781,0.488256982,1.225819757,3.412131608,4.982999802,100.4,59.349,4.669,14.87012005,-1.040452719,-1.002142549,6.358491927,-0.793029249,-1.218129873,-0.773560226,-0.88408637,0.797581851,-36.101109939000004,183
Djibouti,Lower Middle Income,Middle East & North Africa,2018,0.378358648,1.416710012,2.02,39.936257,0.245933118,0.614832771,4.341192473,26.18899918,59.7,63.038,2.929,13.99153042,-0.71833843,-0.955514669,4.774416888,-0.726572931,-0.937937498,-1.367910028,-0.137615532,1.014449954,-44.24097005800001,184
Angola,Lower Middle Income,Sub-Saharan Africa,2018,0.766143022,8.607741802,2.95,30.0623632,0.538474499,1.087181292,2.559534927,7.421000004,77.3,62.144,5.519,5.41023016,-1.180501461,-0.978714645,-1.316312102,-0.785790086,-0.986207545,-0.906310201,-0.33569175,0.992589428,-46.519593489999984,185
Central African Republic,Low Income,Sub-Saharan Africa,2018,0.045144246,31.24133151,8.56,28.7187003,2.180663346,2.066821282,2.375107463,5.605000019,111.1,54.369,6.037,9.135499954,-1.213368177,-1.714512467,3.789443593,-1.379378438,-1.706681371,-1.207438707,-2.183385849,0.992589428,-54.69512225399998,186
Chad,Low Income,Sub-Saharan Africa,2018,0.140346743,45.09623634,3.85,38.9378672,1.616230492,3.250404937,2.029782347,1.129999995,117.3,52.825,6.464,14.25794627,-1.385962009,-1.533063173,2.3740378,-1.111339927,-1.320605278,-1.468129873,-1.483272433,0.727490008,-55.980729295000025,187
Equatorial Guinea,Upper Middle Income,Sub-Saharan Africa,2018,4.280699257,2.257979688,3.72,25.3111346,0.026629545,4.10760738,3.128437915,8.623999596,83.9,61.191,4.513,14.25794627,-1.522515178,-1.168566823,-6.236544067,-1.635661602,-1.414509535,-1.87539947,-0.092380151,0.992589428,-59.160693902999995,188
Lesotho,Lower Middle Income,Sub-Saharan Africa,2018,0.332117549,4.254968356,8.08,25.1554919,0.268423766,0.486802446,4.162137963,22.81299973,90.6,53.733,3.139,14.12979984,-0.110134244,-0.890175104,0.071538723,-0.540381014,-0.349721283,0.001424396,-0.178593338,1.041790009,-59.38918108699998,189
Nigeria,Lower Middle Income,Sub-Saharan Africa,2018,0.553915601,21.20377372,6.16,33.8119449,0.201877513,0.676655143,3.009797635,8.456000328,119.9,52.554,5.447,5.944550037,-1.064718127,-1.097488046,1.922757342,-0.864204466,-0.903242588,-0.43050319,-2.101823092,0.969380021,-83.74511423900002,190
South Sudan,Low Income,Sub-Saharan Africa,2018,0.149105425,10.77149544,4.845896739,34.5624042,2.21926598,3.136985911,2.681122325,12.23700047,97.9,55.95,4.696,0.867030025,-1.725042224,-2.329465628,1.660675535,-2.015225172,-1.975192547,-1.990345001,-2.442854166,0.992589428,-89.610077232,191
Somalia,Low Income,Sub-Saharan Africa,2018,0.042826293,10.77149544,11.69,37.6876282,0.410094183,1.180318577,2.579907779,18.85000038,122.0,56.375,6.632,3.00248003,-1.769801617,-2.19471097,7.530969253,-2.066329956,-2.293453217,-1.848442435,-2.260304689,0.992589428,-106.29346858699999,192
Iceland,High Income,Europe & Central Asia,2019,4.548442258,4.383603637,12.27,2.68756412,1.026172957,1.469923346,14.30782941,3.50999999,2.0,83.16341463,1.74,17.42268944,1.704831481,1.511367917,2.415456092,1.371400595,1.758809209,1.30392909,1.639300942,0.987950027,127.25847979900001,1
Sweden,High Income,Europe & Central Asia,2019,3.405037919,1.392124832,3.8,3.06208507,0.548697539,0.464058023,19.96956736,6.829999924,2.7,83.1097561,1.71,15.89513969,2.128221035,1.70230341,1.986195874,1.800264716,1.823913097,1.560920477,1.039472699,1.05411005,118.54211086500001,2
Norway,High Income,Europe & Central Asia,2019,6.722269985,1.844122213,3.33,-0.6264288,0.635764046,0.848931984,17.39638278,3.690000057,2.3,82.95853659,1.53,15.6655302,2.07048583,1.854676008,0.745798219,1.802645683,1.976261616,1.655222058,1.170564771,0.975560009,118.34524870499999,3
Finland,High Income,Europe & Central Asia,2019,7.372854761,2.349306673,5.19,3.06282982,0.907344711,0.840335197,22.0597926,6.690000057,2.3,81.98292683,1.35,12.04329967,2.150144815,1.999046803,1.224748922,1.84962523,2.048781872,1.564850807,0.851656735,1.051749945,113.84256635600002,4
Canada,High Income,North America,2019,15.43061283,10.77149544,6.94,-3.2511522,1.1036873,2.704698675,17.5606627,5.659999847,5.1,82.04878049,1.47,11.73793983,1.763857365,1.724295616,1.879592028,1.714652538,1.751842499,1.431864738,1.01676774,1.001510024,113.12541455600002,5
Switzerland,High Income,Europe & Central Asia,2019,4.359041462,0.647745527,1.68,11.9369179,0.282206529,0.587735906,18.55694219,4.389999866,4.0,83.90487805,1.48,15.557271,1.980325937,1.944320321,1.141982325,1.663013697,1.898181319,1.496996284,1.32495296,0.968580008,105.72928795500002,6
Japan,High Income,East Asia & Pacific,2019,8.540980205,1.032907949,3.33,15.3131814,0.147670828,0.216215356,29.27981368,2.400000095,2.5,84.35634146,1.36,8.182955742,1.463698387,1.579613686,-0.240350841,1.325354815,1.530416846,0.931311727,1.031847239,1.003409982,104.32927278799998,7
Estonia,High Income,Europe & Central Asia,2019,7.672029278,2.376807262,4.49,9.8442572,1.055092403,0.836537559,19.90221083,4.449999809,2.3,78.64634146,1.66,13.4449501,1.55827558,1.168541312,3.739706682,1.589628816,1.274343967,1.181058049,0.633256257,1.021989942,103.20919400800003,8
Greenland,High Income,Europe & Central Asia,2019,5.107988509,1.266288876,2.0,12.5935977,0.889168347,1.33805221,19.80256486,5.019999981,3.7,81.45121951,1.7,13.9115696,2.158068657,1.902856112,1.493486959,1.563506484,1.868053913,1.545183182,0.995625198,0.995649993,100.60526659699998,9
United Kingdom,High Income,Europe & Central Asia,2019,5.220514488,0.604508325,2.3,11.9373395,0.424469765,0.749741987,18.53070305,3.74000001,4.3,81.20487805,1.63,13.54821014,1.782680988,1.476235986,1.604308648,1.624371767,1.598685265,1.261355519,0.53973186,1.011420012,99.08502386000002,10
Monaco,High Income,Europe & Central Asia,2019,4.161114426,10.77149544,4.845896739,19.4473333,0.485930447,1.607468924,35.62132095,7.684058763,3.1,71.94023987,2.71318913,5.029270172,-0.07192454,-0.071405694,6.905665492,-0.074645987,-0.074012627,0.658016264,1.579369545,0.992589428,98.852780062,11
Slovenia,High Income,Europe & Central Asia,2019,6.512209378,2.00983378,3.5,15.436964,0.387859518,0.828391326,19.69069547,4.449999809,2.3,81.52926829,1.61,11.33137989,0.91828233,1.075390816,3.451079244,1.007107973,1.111910462,0.978998601,0.807429194,1.009299994,96.89525201299999,12
Netherlands,High Income,Europe & Central Asia,2019,8.437074627,1.635805696,3.05,15.5930908,0.468149841,0.895941934,19.31906629,3.380000114,4.1,82.11219512,1.57,12.51278973,1.902886987,1.796130896,1.955588416,1.859692931,1.769281983,1.485403895,0.847549617,1.006479979,96.808614224,13
Germany,High Income,Europe & Central Asia,2019,7.911621016,0.775812925,2.76,15.5622506,0.410624428,0.586210889,21.7302904,3.140000105,3.7,81.29268293,1.54,11.37255955,1.900066733,1.524563909,1.056603898,1.721608162,1.612633109,1.355544448,0.574308574,0.965369999,95.791337599,14
Austria,High Income,Europe & Central Asia,2019,7.293984252,1.05234908,2.82,13.3130646,0.433562465,0.779286308,18.93011208,4.489999771,3.6,81.89512195,1.46,10.73365974,1.554295182,1.521145463,1.517388583,1.4575665,1.895342708,1.338748932,0.916747928,0.980939984,95.24352073400003,15
Latvia,High Income,Europe & Central Asia,2019,3.955435862,4.16621399,3.18,11.5942303,1.013678388,1.034578983,21.05227321,6.309999943,4.1,75.38780488,1.61,11.7610302,0.507602811,1.098966122,2.569703888,1.191028714,1.007672429,0.857121706,0.443465203,0.999930024,94.604889701,16
Lithuania,High Income,Europe & Central Asia,2019,4.198076022,3.103414673,3.08,13.2180072,1.306306742,1.084413531,20.1774922,6.260000229,3.6,76.28292683,1.61,11.74954033,0.694379687,1.037445188,4.625103139,1.155692458,1.016596913,0.996342778,0.779812694,0.976960003,94.39890316900001,17
Ireland,High Income,Europe & Central Asia,2019,7.245143221,0.904999556,1.32,11.6560309,1.874617477,3.133144461,14.2427654,4.949999809,3.2,82.70243902,1.71,13.61303043,1.491115212,1.285671115,5.440937334,1.600419521,1.376060009,1.305044413,0.96638912,1.040079951,93.520015213,18
Czechia,High Income,Europe & Central Asia,2019,9.022786158,1.860848437,4.12,15.3443105,0.498506822,1.165681327,19.82028156,2.00999999,3.0,79.22926829,1.71,11.06466007,0.561192811,0.949878514,3.029878663,1.243492723,1.046309829,0.835772932,0.943887472,1.007619977,92.96180648100001,19
New Zealand,High Income,East Asia & Pacific,2019,6.830414187,5.653353582,4.02,14.3119046,3.026590617,6.531169758,15.26989934,4.110000134,4.9,81.70731707,1.72,13.48462963,2.16713047,1.663680792,2.192477216,1.879528522,1.876332879,1.535238028,1.411302328,1.032500029,92.46331059,20
Belgium,High Income,Europe & Central Asia,2019,8.095583954,0.670058185,3.87,16.0933769,0.398642873,0.703282617,19.01177683,5.360000134,4.2,81.99512195,1.6,12.23050976,1.481857061,1.142297983,2.24085824,1.289381981,1.366700649,1.310198188,0.473777533,1.079130054,91.71078193600002,21
Solomon Islands,Lower Middle Income,East Asia & Pacific,2019,0.533338885,32.67115007,4.27,25.6895639,0.029629937,0.607413701,3.464554447,0.754999995,20.0,70.382,4.104,30.06265068,-0.02625243,-0.989601076,1.749514287,-0.846145213,-0.09686444,0.489826143,0.508222222,0.992589428,90.91269770000001,22
South Korea,High Income,East Asia & Pacific,2019,11.79932538,1.667930979,5.31,16.9361756,0.199556371,0.438521758,15.0656922,3.75,3.1,83.22682927,0.918,13.83082008,0.733462095,1.369798899,2.24397786,1.068105817,1.1873734,0.751461744,0.55120641,0.996420026,90.86149967099998,23
Chile,High Income,Latin America & Caribbean,2019,4.798974486,3.983967234,3.66,16.7494367,0.355576845,0.608734961,12.12540643,7.289999962,7.0,80.326,1.545,21.23353004,1.008746982,0.891052961,0.770539584,1.171156168,0.947567701,0.983122289,0.007929707,0.982060015,89.743356157,24
Malta,High Income,Middle East & North Africa,2019,3.293245606,0.476227764,1.37,25.2383891,0.099194147,0.436454243,18.82515991,3.619999886,6.5,82.85853659,1.14,13.99750996,0.235603198,0.852863729,5.917344507,0.953892291,0.946133077,1.081668735,1.02458334,1.005049944,89.21729006300002,25
Poland,High Income,Europe & Central Asia,2019,7.773641839,2.369464259,3.42,15.4372945,0.57104514,0.763851894,17.83281071,3.279999971,4.4,77.90487805,1.44,11.99291039,0.638833582,0.543930948,4.449987879,1.021948099,0.412422895,0.673151612,0.563653529,0.979279995,89.13743860400002,26
France,High Income,Europe & Central Asia,2019,4.459547465,1.522459269,3.29,18.3745837,0.567756862,0.885320813,20.67632521,8.409999847,4.3,82.82682927,1.86,9.672380447,1.279630184,1.365859389,1.842971814,1.438735008,1.400214791,1.116400361,0.29938224,0.998740017,88.87271931299999,27
Portugal,High Income,Europe & Central Asia,2019,4.339768426,2.088548542,2.54,23.4364716,0.289706767,1.103413395,22.02147674,6.460000038,3.4,81.67560976,1.43,10.90674973,0.774474919,1.162806749,2.682759921,0.967999637,1.131764054,1.19642508,1.066230536,0.993099988,88.74858543,28
Hungary,High Income,Europe & Central Asia,2019,4.74663103,3.333079828,3.51,19.0925344,0.583350501,0.716395352,19.61258297,3.420000076,4.1,76.3195122,1.55,9.271349907,0.055678848,0.49152106,4.85779236,0.601590693,0.521550834,0.343969166,0.772158086,0.99338001,86.47525460300001,29
Albania,Upper Middle Income,Europe & Central Asia,2019,1.69224832,18.38934744,2.5,19.9359187,0.385398174,0.9985316,15.35055266,11.47000027,9.7,79.282,1.414,13.43000031,-0.543374062,-0.033333246,2.088063376,0.285658628,-0.402843326,0.142711371,0.11116863,1.018630028,86.022484745,30
Belarus,Upper Middle Income,Europe & Central Asia,2019,6.122237765,6.794668828,5.97,13.531551,1.280287668,1.806840522,16.21575049,4.159999847,3.1,74.22682927,1.382,13.33073997,0.032411866,-0.129739583,1.4,-0.663383305,-0.836098075,-1.407921314,0.332389116,0.992380023,84.87511048399999,31
Croatia,High Income,Europe & Central Asia,2019,4.063707833,2.865048445,3.07,18.2185233,0.423097898,0.905232729,21.10572513,6.619999886,4.6,78.42439024,1.47,8.509619713,0.077398509,0.489911973,3.42100553,0.56277436,0.372456163,0.455303043,0.694699943,1.038720012,84.786491415,32
Bhutan,Lower Middle Income,South Asia,2019,1.368151201,15.78414914,7.91,13.1250788,0.143330132,0.612410564,5.950089842,2.502000093,28.6,71.391,1.46,20.38315582,1.619334221,0.351603776,5.755169993,-0.311885327,0.60570538,0.074761286,1.082095861,0.992589428,83.77679863,33
Bulgaria,Upper Middle Income,Europe & Central Asia,2019,5.61085728,3.241360093,4.74,20.5615453,0.596350706,0.980538203,21.94998903,4.230000019,6.6,75.11219512,1.58,11.70670986,-0.157977611,0.202311069,4.038142206,0.543415308,-0.014007625,0.355631977,0.578860998,0.985469997,83.12280891399999,34
Italy,High Income,Europe & Central Asia,2019,5.311315442,1.907295723,2.45,20.6273965,0.256826319,0.742519351,23.06287618,9.949999809,3.0,83.49756098,1.27,8.448579788,0.260285705,0.478667974,0.483198317,0.953209758,0.29878071,0.906614542,0.40438509,0.983399987,82.97679733300002,35
Russian Federation,Upper Middle Income,Europe & Central Asia,2019,11.79720293,3.530302914,8.1,-3.2548853,0.427543789,4.738714118,14.90699887,4.5,5.8,73.08390244,1.504,9.285696983,-0.802163482,0.065289877,2.198075714,-0.464095473,-0.752920866,-1.117777824,-0.557384431,0.979820013,82.94316919799999,36
Slovak Republic,High Income,Europe & Central Asia,2019,5.698416255,1.671004933,4.11,15.0627109,0.370360388,0.808559037,16.31628897,5.75,5.8,77.66585366,1.57,10.55175018,0.213700429,0.580516279,2.519693137,1.005047917,0.523336887,0.862816572,0.66715771,1.00722003,82.63434012399999,37
Andorra,High Income,Europe & Central Asia,2019,6.549388942,0.522633248,4.845896739,11.4595388,0.0,0.654938904,13.84278847,7.684058763,2.7,71.94023987,2.71318913,10.89523983,1.2310431,1.901037693,2.015547638,1.22653389,1.572286963,1.110087037,1.602202296,0.992589428,81.93701166299999,38
